,site_id,vehicle_id,price,volume,row_value,make,model,manfyear,fuel_type,transmission_type,recalled
47,1,26137,29318,8,234544,KIA,SPORTAGE XE 2WD,2009.0,electric,manual,0.0
48,3,52388,10968,4,43872,HONDA,CIVIC SPORT VTEC AUTO,2018.0,petrol,automatic,0.0
49,2,4529,10519,7,73633,BMW,228I M SPORT CABRIOLET AUTO,2016.0,electric,automatic,0.0
50,1,72315,8730,5,43650,KIA,PICANTO 1,2017.0,electric,manual,0.0
51,3,49858,19329,2,38658,Vauxhall,INSIGNIA LIMITED EDITION CDTI 130,2013.0,diesel,manual,0.0
52,2,43518,24685,7,172795,MINI,COUNTRYMAN COOPER ALL4,2017.0,electric,automatic,0.0
53,1,68970,27706,5,138530,PEUGEOT,208 ACCESS VTI 68,2014.0,diesel,automatic,0.0
54,1,69208,12597,8,100776,Citroen,C3 PLURIEL EXCLUSIVE CONVERTIBLE,2007.0,petrol,automatic,0.0
55,3,31800,24738,8,197904,VW,GOLF SV GT TSI,2015.0,diesel,manual,0.0
56,3,72080,18195,8,145560,Fiat,DOBLO MULTI JET SX 16V VAN,2006.0,petrol,manual,0.0
57,3,52349,18268,8,146144,PORSCHE,MACAN S D (262) AUTO,2014.0,petrol,manual,0.0
58,3,69715,27932,8,223456,FORD,MONDEO TITANIUM TDCI (140),2013.0,electric,manual,0.0
59,3,28055,8619,2,17238,NISSAN,JUKE TEKNA DCI,2016.0,petrol,manual,0.0
60,2,21190,16828,7,117796,VAUXHALL,ZAFIRA ELITE CDTI (150),2007.0,petrol,manual,0.0
61,2,10086,20964,6,125784,BMW,X6 XDRIVE30D M SPORT AUTO,2018.0,petrol,manual,0.0
62,3,20808,16772,2,33544,Fiat,500C POP,2010.0,diesel,automatic,0.0
63,1,19173,6841,8,54728,Nissan,MICRA VISIA (65),2009.0,diesel,automatic,0.0
64,1,25456,13634,1,13634,Ford,FIESTA FLIGHT,2001.0,electric,automatic,1.0
65,1,21125,17491,4,69964,BMW,116 I SPORT,2011.0,diesel,automatic,0.0
66,1,5476,25891,3,77673,LANDROVER,FREELANDER 2 XS TD4 (150),2013.0,petrol,manual,0.0
67,1,58069,29032,2,58064,NISSAN,QASHQAI TEKNA DIG-T 115,2017.0,petrol,manual,0.0
68,1,23798,23059,4,92236,VAUXHALL,ZAFIRA EXCLUSIV CDTI (120) AUTO,2009.0,electric,automatic,0.0
69,3,1709,25251,6,151506,Toyota,YARIS TR AUTO,2010.0,petrol,automatic,0.0
70,3,1529,27400,3,82200,Volvo,XC60 R-DESIGN NAV D4 (190) AWD AUTO,2017.0,electric,manual,0.0
71,1,74788,15878,5,79390,AUDI,TT SPORT TDI (170) QUATTRO CABRIOLET,2013.0,electric,automatic,0.0
72,3,7978,22512,7,157584,VAUXHALL,CORSA GRIFFIN VVT 75,2019.0,petrol,manual,0.0
73,1,17496,19872,3,59616,VW,GOLF SV SE TSI AUTO,2015.0,petrol,manual,0.0
74,1,1867,17748,6,106488,VAUXHALL,ASTRA DESIGN CDTI 110,2017.0,petrol,manual,0.0
75,2,71029,27439,3,82317,VAUXHALL,ASTRA SRI ECOFLEX CDTI (165),2011.0,petrol,manual,0.0
76,3,30473,20493,3,61479,Nissan,MICRA ACENTA+ (80),2009.0,electric,automatic,0.0
77,2,22628,8815,8,70520,Hyundai,I40 SE NAV CRDI BLUE DRIVE 139 AUTO,2017.0,diesel,automatic,0.0
78,3,14017,6283,6,37698,Honda,JAZZ S I-VTEC,2016.0,diesel,automatic,0.0
79,3,51494,6005,3,18015,MAZDA,6 SPORT NAV D (175) AUTO,2015.0,electric,manual,0.0
80,2,22928,17973,8,143784,Mercedes,CLK 240 AVANTGARDE CABRIOLET AUTO,2004.0,electric,automatic,1.0
81,1,68502,31807,1,31807,Ford,EDGE TITANIUM TDCI 210 AUTO,2017.0,petrol,automatic,0.0
82,1,60422,27361,5,136805,Citroen,DS3 DSPORT AIRDREAM E-HDI 110,2012.0,petrol,manual,0.0
83,2,32248,28426,4,113704,AUDI,A3 SE TDI 105,2014.0,petrol,manual,0.0
84,2,63568,34017,4,136068,Vauxhall,VECTRA EXCLUSIV 16V,2007.0,petrol,manual,0.0
85,2,15268,12492,2,24984,FORD,TRANSIT CUSTOM 290 L1 LIMITED DCIV 125 VAN,2015.0,electric,automatic,0.0
86,1,18391,10543,6,63258,JEEP,COMPASS LONGITUDE MULTIAIR 140,2018.0,petrol,manual,0.0
87,1,31651,6534,1,6534,PEUGEOT,3008 ALLURE PURETECH 130 S/S AUTO,2018.0,electric,manual,0.0
88,1,22418,24991,6,149946,CITROEN,C2 AIRPLAY+,2008.0,diesel,automatic,0.0
89,1,2644,34425,8,275400,KIA,PICANTO 2 ECODYNAMICS,2014.0,petrol,automatic,0.0
90,3,70565,26504,1,26504,VAUXHALL,INSIGNIA SE CDTI ECOFLEX 140,2014.0,diesel,automatic,0.0
91,2,30348,30584,7,214088,FIAT,PUNTO ACTIVE SPORT 8V,2003.0,petrol,manual,0.0
92,2,63309,12659,3,37977,PEUGEOT,508 GT LINE BLUEHDI 130 S/S,2019.0,petrol,automatic,0.0
93,1,12119,7536,6,45216,VW,TIGUAN R-LINE 4MOTION TDI 150 AUTO,2018.0,diesel,automatic,0.0
94,1,53788,17976,2,35952,NISSAN,QASHQAI 360  2WD,2013.0,diesel,automatic,0.0
95,2,49568,14482,4,57928,Audi,A7 S LINE BLACK EDITION QUATTRO TDI 245 AUTO,2014.0,diesel,automatic,0.0
96,1,52347,18758,4,75032,BMW,F 750 GS (77HP),2018.0,petrol,manual,0.0
97,2,69979,19185,1,19185,Ford,C-MAX ZETEC TDCI (110),2011.0,diesel,manual,0.0
98,2,13170,23824,1,23824,AUDI,A3 SE TECHNIK TDI 110,2015.0,electric,manual,0.0
99,3,23500,20273,3,60819,FORD,FOCUS ZETEC CLIMATE,2005.0,diesel,manual,0.0
100,3,38351,31877,2,63754,Audi,A4 S LINE TDI (140) CABRIOLET,2007.0,petrol,manual,0.0
101,3,5620,9506,2,19012,Honda,FR-V EX CTDI,2009.0,petrol,manual,0.0
102,2,20415,11371,2,22742,Vauxhall,ASTRA LIFE (115),2009.0,electric,automatic,0.0
103,3,20482,12078,7,84546,CITROEN,C1 FEEL PURETECH 82,2015.0,electric,automatic,0.0
104,2,3291,21330,2,42660,MERCEDES,C220 D AMG LINE AUTO,2017.0,electric,automatic,0.0
105,2,34042,10117,6,60702,VOLVO,V40 R-DESIGN T2,2016.0,petrol,automatic,0.0
106,3,56410,15278,4,61112,VAUXHALL,ASTRA ENJOY 16V,2005.0,petrol,manual,0.0
107,1,14080,16608,3,49824,LANDROVER,RANGE ROVER EVOQUE HSE DYNAMIC TD4 180 AUTO,2018.0,petrol,automatic,0.0
108,2,60493,27119,2,54238,Citroen,C4 VTR HDI (92),2009.0,petrol,automatic,0.0
109,3,26818,34456,4,137824,Suzuki,WAGON R+ GL,2002.0,diesel,automatic,0.0
110,1,32512,29620,4,118480,Seat,LEON SE TECHNOLOGY TSI 125,2015.0,electric,automatic,0.0
111,2,24352,28304,6,169824,BMW,120 D M SPORT (174),2008.0,diesel,automatic,0.0
112,2,51798,34015,5,170075,Dacia,DUSTER LAUREATE DCI 110,2017.0,diesel,manual,0.0
113,1,2202,28655,1,28655,Mercedes,C350 SPORT PREMIUM PLUG-IN HYBRID AUTO,2017.0,diesel,automatic,0.0
114,2,12477,13288,2,26576,FORD,MONDEO ST-LINE TDCI 150,2019.0,petrol,automatic,0.0
115,3,66367,27296,5,136480,FORD,FUSION ZETEC CLIMATE AUTO,2006.0,diesel,automatic,0.0
116,1,44342,24674,3,74022,KIA,SOUL CONNECT PLUS CRDI (126) AUTO,2016.0,petrol,manual,0.0
117,3,38705,10205,2,20410,Volvo,S40 SE SPORT R-DESIGN D AUTO,2008.0,electric,automatic,0.0
118,3,33132,9033,7,63231,Toyota,COROLLA GS VVT-I,2001.0,electric,automatic,0.0
119,1,61467,12339,4,49356,JAGUAR,F-PACE PORTFOLIO 300 AWD AUTO,2018.0,petrol,automatic,0.0
120,3,17308,32240,4,128960,BMW,218I GRAN TOURER SPORT,2017.0,petrol,automatic,0.0
121,1,56538,10035,5,50175,Ford,FOCUS ZETEC,2009.0,electric,automatic,0.0
122,1,16473,9732,8,77856,MERCEDES,SLK 250 SPORT AMG CDI AUTO,2014.0,petrol,automatic,0.0
123,1,23018,10586,7,74102,VW,BEETLE LUNA,2006.0,petrol,automatic,0.0
124,3,49710,13009,4,52036,Peugeot,2008 ACCESS+ HDI 70,2014.0,petrol,automatic,0.0
125,3,34824,11753,6,70518,Nissan,QASHQAI N-TEC+ DCI 2WD (110),2012.0,electric,automatic,0.0
126,3,22051,13514,2,27028,VAUXHALL,AGILA EXPRESSION 12V,2005.0,diesel,manual,0.0
127,2,48707,28472,4,113888,Fiat,DOBLO DYNAMIC,2010.0,diesel,manual,0.0
128,2,62539,33528,3,100584,NISSAN,JUKE NISMO RS DIG-T 218 2WD,2015.0,diesel,manual,0.0
129,3,67851,19617,3,58851,FORD,S-MAX ZETEC TDCI (143),2008.0,petrol,automatic,0.0
130,2,51714,6195,2,12390,FORD,S-MAX TITANIUM TDCI (163),2015.0,electric,automatic,0.0
131,1,55242,32352,8,258816,Vauxhall,CORSA ENERGY A/C VVT 90 AUTO,2018.0,diesel,manual,0.0
132,3,40668,20129,7,140903,Suzuki,WAGON R+ GL,2005.0,electric,manual,0.0
133,2,58742,9709,8,77672,Volvo,V70 SE (170) AUTO,2004.0,electric,automatic,0.0
134,2,2149,27402,8,219216,Ford,MONDEO EDGE TDCI,2006.0,petrol,automatic,0.0
135,1,71358,8778,8,70224,BMW,M3 COUPE,2004.0,electric,manual,0.0
136,1,4522,34916,4,139664,Mini,COOPER,2018.0,petrol,automatic,0.0
137,3,12311,11947,8,95576,LANDROVER,RANGE ROVER VOGUE SE SWB SDV8 339 AUTO,2018.0,diesel,automatic,0.0
138,2,50269,30343,5,151715,FORD,ECOSPORT ZETEC AUTO,2016.0,petrol,manual,0.0
139,2,22411,29059,7,203413,Vauxhall,ZAFIRA DESIGN CDTI (125),2013.0,electric,automatic,0.0
140,3,59948,29693,2,59386,Citroen,C4 PICASSO VTR+ E-HDI 115 AIRDREAM AUTO,2014.0,petrol,automatic,0.0
141,3,27038,12198,3,36594,TOYOTA,AYGO X-CITE 2 VVT-I,2015.0,petrol,automatic,0.0
142,1,27105,25657,1,25657,Skoda,FABIA COMFORT TDI (100),2000.0,diesel,manual,1.0
143,1,42777,25600,1,25600,SKODA,FABIA SE TDI (105),2011.0,diesel,automatic,0.0
144,2,35771,28473,8,227784,Vauxhall,AGILA CLUB,2010.0,diesel,manual,0.0
145,1,24711,23928,6,143568,LANDROVER,DISCOVERY XS SDV6 (255) AUTO,2012.0,diesel,automatic,0.0
146,2,69969,32337,6,194022,VW,GOLF GT TDI (110),1998.0,petrol,manual,1.0
147,1,12543,24187,2,48374,VW,UP! BEATS BMT 75,2019.0,petrol,automatic,0.0
148,3,21157,29117,1,29117,Mercedes,A 160 CLASSIC SE BLUEEFFICIENCY CDI (82) AUTO,2009.0,diesel,manual,0.0
149,3,46480,17250,5,86250,VW,POLO SE 16V,2009.0,diesel,automatic,0.0
150,2,46956,18496,7,129472,BMW,335 I M SPORT,2015.0,electric,automatic,0.0
151,1,62950,13523,2,27046,Mercedes,E 280 SPORT CDI (187) AUTO,2007.0,electric,manual,0.0
152,3,52994,23842,6,143052,FORD,KA LUXURY,2005.0,petrol,automatic,0.0
153,1,1305,22106,1,22106,VW,GOLF MATCH TSI (122),2011.0,electric,automatic,0.0
154,2,17884,16262,6,97572,FORD,FIESTA VIGNALE ECOBOOST 140,2018.0,electric,manual,0.0
155,3,35699,8238,6,49428,PEUGEOT,306 XSI,1997.0,petrol,manual,0.0
156,1,21595,32915,6,197490,BMW,320 D SE (177),2008.0,electric,manual,0.0
157,2,18223,34864,5,174320,Citroen,XSARA PICASSO DESIRE HDI (92),2008.0,petrol,manual,0.0
158,1,6543,14868,8,118944,BMW,420D SPORT GRAN COUPE,2014.0,electric,manual,0.0
159,3,25558,22545,1,22545,Peugeot,308 ACTIVE SW E-HDI (112) AUTO,2012.0,petrol,automatic,0.0
160,2,3205,14927,6,89562,KIA,RIO 2,2013.0,diesel,automatic,0.0
161,2,40977,8014,6,48084,Mazda,5 TAKARA AUTO,2010.0,electric,automatic,0.0
162,3,10660,26455,4,105820,Mini,COUNTRYMAN COOPER SD (143),2013.0,petrol,automatic,0.0
163,3,52445,15541,6,93246,TOYOTA,RAV-4 FREESPORT,1999.0,petrol,automatic,1.0
164,1,47390,27976,7,195832,HYUNDAI,AMICA CDX AUTO,2007.0,petrol,manual,0.0
165,3,62936,7835,8,62680,VW,PASSAT HIGHLINE TDI (140) AUTO,2010.0,diesel,automatic,0.0
166,1,11227,8791,8,70328,NISSAN,MICRA TEKNA (90),2008.0,petrol,manual,0.0
167,2,24117,15984,2,31968,BMW,118 D SPORT,2013.0,diesel,automatic,0.0
168,3,65086,12785,1,12785,Peugeot,RCZ GT (200),2013.0,petrol,automatic,0.0
169,3,57770,28948,2,57896,Peugeot,308 ACTIVE HDI 92,2014.0,diesel,automatic,0.0
170,2,61349,21820,5,109100,AUDI,A3 S3 QUATTRO TFSI 310 AUTO,2017.0,diesel,automatic,0.0
171,2,69203,13627,8,109016,Mazda,CX-3 SE-L NAV,2015.0,electric,automatic,0.0
172,2,6635,22116,3,66348,Audi,A3 SE TFSI,2008.0,diesel,manual,0.0
173,3,66833,32514,8,260112,VW,GOLF GT BLUEMOTION TDI (140),2010.0,petrol,automatic,0.0
174,2,6685,24884,7,174188,Volvo,S80 SE SPORT D5 (185) AUTO,2008.0,petrol,automatic,0.0
175,2,73913,34035,3,102105,VW,POLO S TDI,2001.0,petrol,automatic,1.0
176,3,70249,11332,3,33996,PORSCHE,911 CARRERA S AUTO,2019.0,electric,manual,0.0
177,1,15862,14830,2,29660,BMW,520 D SE (161),2007.0,diesel,automatic,0.0
178,2,30567,31582,6,189492,VAUXHALL,ZAFIRA SRI CDTI (125),2011.0,diesel,manual,0.0
179,3,26034,10868,7,76076,HONDA,HR-V EX I-VTEC 130,2019.0,electric,automatic,0.0
180,3,28292,12303,3,36909,RENAULT,WIND ROADSTER GT LINE (133) CC,2011.0,petrol,automatic,0.0
181,1,46089,16367,6,98202,JAGUAR,XF LUXURY D (200) AUTO,2015.0,petrol,automatic,0.0
182,2,63082,20573,7,144011,BMW,120 D M SPORT,2014.0,diesel,automatic,0.0
183,3,19005,11561,3,34683,Citroen,XSARA PICASSO EXCLUSIVE AUTO,2006.0,petrol,automatic,0.0
184,3,21836,25875,1,25875,Fiat,500 LOUNGE,2010.0,petrol,manual,0.0
185,2,71085,17784,4,71136,VAUXHALL,GRANDLAND X ELITE NAV TURBO 130,2019.0,petrol,manual,0.0
186,2,4768,22543,6,135258,Peugeot,207 ROLAND GARROS VTI CC (120),2013.0,electric,automatic,0.0
187,1,19358,20952,7,146664,Skoda,FABIA CLASSIC (54),2004.0,electric,automatic,0.0
188,1,42235,13455,1,13455,MITSUBISHI,MIRAGE 3,2014.0,petrol,automatic,0.0
189,3,54583,24025,4,96100,SAAB,9-3 LINEAR SPORT TID (150) AUTO,2007.0,diesel,automatic,0.0
190,2,40576,8252,3,24756,Audi,TTS BLACK TFSI (272) QUATTRO COUPE AUTO,2013.0,diesel,automatic,0.0
191,1,64198,12885,6,77310,HONDA,CIVIC SPORT LINE VTEC AUTO,2018.0,petrol,manual,0.0
192,3,46910,6747,5,33735,MG,ZR,2004.0,petrol,manual,0.0
193,2,45876,33413,8,267304,Vauxhall,INSIGNIA SRI CDTI (128),2009.0,petrol,manual,0.0
194,2,11983,11248,2,22496,BMW,220D M SPORT CABRIOLET AUTO,2015.0,electric,automatic,0.0
195,2,66987,12612,2,25224,Renault,LAGUNA EXPRESSION (140),2009.0,diesel,automatic,0.0
196,2,41328,11612,7,81284,SEAT,LEON FR TECHNOLOGY ECOTSI 150,2016.0,petrol,manual,0.0
197,3,25225,18866,4,75464,VW,PASSAT SE BLUEMOTION TECH TDI (140) AUTO,2010.0,petrol,automatic,0.0
198,1,46184,16144,1,16144,NISSAN,QASHQAI ACENTA SMART VISION DIG-T AUTO,2015.0,diesel,manual,0.0
199,2,47239,11952,7,83664,TOYOTA,C-HR HYBRID HSD ICON VVT-I AUTO,2018.0,electric,automatic,0.0
200,3,20067,27094,6,162564,MERCEDES,E 220 SPORT BLUEEFFICIENCY CDI AUTO,2013.0,petrol,automatic,0.0
201,3,51132,30324,5,151620,AUDI,A4 S LINE BLACK EDITION TDI 150,2018.0,electric,manual,0.0
202,2,51814,13701,8,109608,LANDROVER,RANGE ROVER EVOQUE SE TD4 180 4WD,2016.0,diesel,automatic,0.0
203,3,1477,12711,6,76266,Audi,TT S LINE BLACK EDITION TDI QUATTRO CAB,2013.0,diesel,manual,0.0
204,3,72063,27914,8,223312,BMW,218I ACTIVE TOURER SPORT AUTO,2016.0,diesel,manual,0.0
205,2,29986,33765,6,202590,Renault,CLIO DYNAMIQUE AUTO,2007.0,petrol,automatic,0.0
206,1,17265,11497,8,91976,PEUGEOT,2008 ACTIVE BLUEHDI 75,2015.0,diesel,automatic,0.0
207,1,40400,7806,8,62448,TOYOTA,RAV 4 XT4 D-4D,2007.0,petrol,manual,0.0
208,1,31100,33401,3,100203,CITROEN,C4 PICASSO VTR HDI (110) AUTO,2007.0,electric,automatic,0.0
209,2,38920,33231,5,166155,Hyundai,I30 ACTIVE,2015.0,petrol,manual,0.0
210,1,33743,32468,4,129872,FORD,FOCUS ZETEC (100),2011.0,petrol,manual,0.0
211,3,54475,18464,6,110784,Mercedes,C220 D SPORT AUTO,2016.0,diesel,manual,0.0
212,2,24616,27742,4,110968,MINI,COOPER SD,2016.0,petrol,automatic,0.0
213,2,68275,11873,2,23746,Alfa Romeo,SPIDER JTDM (200) CABRIOLET,2008.0,electric,automatic,0.0
214,3,74121,12320,1,12320,JAGUAR,F-PACE PRESTIGE 180 AUTO,2017.0,petrol,manual,0.0
215,3,19327,26964,6,161784,FORD,FIESTA ZETEC ECOBOOST 100 AUTO,2017.0,electric,automatic,0.0
216,1,49889,26917,1,26917,VW,PASSAT S 20V,1999.0,diesel,manual,0.0
217,2,23711,20695,1,20695,BMW,425D M SPORT AUTO,2014.0,petrol,manual,0.0
218,2,61924,20803,5,104015,Subaru,LEGACY R,2007.0,diesel,manual,0.0
219,3,1244,22203,7,155421,MERCEDES,C 220 SE CDI (143) COUPE AUTO,2007.0,electric,automatic,0.0
220,3,11125,25805,8,206440,AUDI,TTS LIMITED ED QUATTRO TFSI 272 CABRIO AUTO,2014.0,petrol,automatic,0.0
221,1,7052,22349,4,89396,Renault,MEGANE EXPRESSION (110),2010.0,electric,automatic,0.0
222,2,26099,15456,3,46368,Nissan,MICRA VISIA+ (80) AUTO,2009.0,petrol,manual,0.0
223,3,62068,20243,2,40486,VW,TIGUAN SEL 4MOTION TSI BMT 180 AUTO,2017.0,diesel,automatic,0.0
224,2,62395,33881,1,33881,HYUNDAI,TUCSON PREMIUM SE CRDI 182 4WD AUTO,2015.0,petrol,manual,0.0
225,3,24260,27974,4,111896,Landrover,RANGE ROVER EVOQUE PURE TECH ED4 2WD,2014.0,electric,manual,0.0
226,3,53040,21918,3,65754,Vauxhall,VIVARO DTI SWB VAN,2004.0,petrol,manual,0.0
227,3,27863,32447,5,162235,NISSAN,MICRA ACENTA LIMITED EDITION IG-T 90,2018.0,diesel,manual,0.0
228,2,60383,9435,4,37740,Ford,FIESTA ZETEC TDCI (74),2013.0,petrol,manual,0.0
229,2,74256,27307,8,218456,BMW,X5 XDRIVE30D M SPORT AUTO,2014.0,diesel,automatic,0.0
230,2,5215,19857,6,119142,VOLVO,XC90 SE LUX D5 (200) AWD AUTO,2011.0,petrol,automatic,0.0
231,1,72391,9995,4,39980,RENAULT,MEGANE DYNAMIQUE VVT,2004.0,petrol,manual,0.0
232,1,40102,23940,2,47880,VW,TIGUAN SE NAVIGATION TDI BMT 150 AUTO,2017.0,petrol,manual,0.0
233,2,71650,11879,3,35637,VW,GOLF S TDI 110,2016.0,petrol,manual,0.0
234,2,28582,6488,3,19464,FORD,FOCUS ST 170,2003.0,petrol,automatic,1.0
235,2,67554,31103,5,155515,Fiat,500 RIVA,2017.0,petrol,automatic,0.0
236,3,60924,9326,3,27978,Citroen,C4 AIRDREAM+ HDI (90),2009.0,petrol,manual,0.0
237,1,61569,7475,3,22425,MAZDA,3 TS2 AUTO,2006.0,petrol,manual,0.0
238,3,31773,28870,2,57740,VW,GOLF MATCH TSI BLUEMOTION TECHNOLOGY 122,2015.0,diesel,manual,0.0
239,1,41005,12778,3,38334,RENAULT,GRAND MEGANE SCENIC PRIVILEGE VVT AUTO,2007.0,diesel,automatic,0.0
240,1,43292,14893,8,119144,MINI,CLUBMAN ONE,2017.0,petrol,manual,0.0
241,3,44932,29475,2,58950,LANDROVER,FREELANDER 2 SE TD4 (160) AUTO,2009.0,petrol,automatic,0.0
242,2,31475,18753,7,131271,HYUNDAI,I10 PREMIUM SE AUTO,2016.0,diesel,manual,0.0
243,2,26658,31545,7,220815,HONDA,JAZZ S,2007.0,diesel,automatic,0.0
244,1,7056,25689,8,205512,VW,GOLF S 8V AUTO,2001.0,petrol,manual,0.0
245,2,7821,28224,4,112896,Honda,CR-V EXECUTIVE,2007.0,diesel,automatic,0.0
246,2,33116,26453,2,52906,Suzuki,SWIFT SZ4 AUTO,2010.0,petrol,manual,0.0
247,3,61891,20855,3,62565,AUDI,A1 S LINE TFSI 125,2015.0,electric,automatic,0.0
248,3,55109,20694,3,62082,LEXUS,UX HYBRID 250H VVT-I AUTO,2019.0,petrol,manual,0.0
249,2,17649,20907,4,83628,MERCEDES,A180 AMG LINE PREMIUM D AUTO,2018.0,petrol,manual,0.0
250,1,20148,32251,4,129004,MAZDA,2 GT SPORT NAV+ 115,2018.0,electric,manual,0.0
251,2,16777,28663,7,200641,PEUGEOT,PARTNER TEPEE S E-HDI (92) AUTO,2014.0,petrol,automatic,0.0
252,1,54448,25124,8,200992,AUDI,A4 S LINE TDI (140) AUTO,2008.0,diesel,automatic,0.0
253,2,12075,10331,6,61986,HONDA,CIVIC TYPE-S I-VTEC AUTO,2008.0,electric,manual,0.0
254,1,67625,19193,6,115158,MERCEDES,A180 SPORT EXECUTIVE D,2016.0,diesel,automatic,0.0
255,2,66900,15004,5,75020,CHEVROLET,KALOS S,2008.0,electric,automatic,0.0
