site_id,vehicle_id,price,volume
2,6823,21188,1
3,31993,9151,4
3,25424,17879,2
1,63181,6149,5
2,58810,10254,5
2,10767,29594,3
2,58459,30185,5
3,41487,30745,3
1,47848,14827,8
2,69540,29637,5
3,5789,11697,4
2,61041,33051,8
1,17681,14025,1
1,74860,23360,1
3,31772,24844,8
2,46208,11366,1
3,52914,12861,6
2,15132,30362,4
1,64952,29372,1
1,65795,25898,3
1,53120,25597,6
2,7289,27653,8
2,41622,33090,3
2,73934,34504,3
2,41928,26778,1
2,12194,25345,5
1,43183,21500,4
1,55559,12543,8
3,5945,16193,1
3,16885,28021,3
1,26001,15696,3
3,37173,28418,2
3,58830,8475,6
1,57646,32909,5
1,37104,9968,7
3,15875,14653,3
3,17759,26466,6
2,12774,8077,5
3,12093,9859,2
3,60814,18902,7
2,38404,15632,3
2,19754,26245,1
2,12383,20661,6
2,68803,13703,6
2,41979,28963,8
2,12345,23629,3
2,20279,28446,5
3,1364,15249,1
1,18973,29741,5
1,35537,9740,6
1,27586,32233,3
1,11650,21152,8
3,12422,26441,8
3,32139,23310,3
3,62306,23163,8
2,10341,30207,3
3,5226,29457,7
2,19940,10759,3
3,57240,31257,4
2,63566,23335,1
3,8873,34085,4
1,35303,23002,7
2,1145,7737,3
3,36526,12461,5
1,16728,34449,4
1,24613,17877,6
3,20543,22426,8
3,35332,18519,4
1,43015,28310,4
3,38431,14784,5
3,15744,27067,7
3,70693,33923,8
2,57350,12955,5
3,20047,6717,7
3,28708,11777,6
3,68657,19543,1
2,54912,25114,1
1,59763,8231,1
3,40162,7004,3
2,18420,34804,2
2,48805,15772,3
2,42833,27393,5
3,24401,15150,7
3,49698,31776,2
3,6574,11496,5
1,59345,24555,4
2,27518,7992,2
2,3443,10376,3
3,67037,26121,7
3,52358,28298,2
3,70707,19285,3
3,56258,17563,8
3,59802,28806,1
1,45867,32346,7
3,48153,23615,5
2,63267,19835,7
2,61337,14035,2
2,17423,19688,6
3,907,11668,8
1,65840,13730,7
2,12433,21867,4
3,63564,24930,1
3,19409,15423,4
1,16673,32422,7
1,29116,19000,6
2,20983,20450,7
2,47927,12211,5
2,1429,8698,2
3,21757,31026,7
2,30917,30124,7
2,58959,20297,5
1,66477,17885,3
3,74206,19051,7
3,7184,27462,7
1,52767,7324,4
1,55710,16877,3
1,35926,7026,8
1,74903,23865,4
1,12775,8529,7
1,45664,12162,2
1,12310,13332,8
2,15938,32305,4
2,65260,18894,3
3,33648,18485,8
1,57680,7304,4
2,70845,30544,7
2,15327,10470,2
2,8992,28278,3
1,30275,9305,1
3,66496,9480,6
2,12822,14946,1
1,51860,31979,2
3,12627,32251,3
2,73821,10815,2
2,452,25458,4
3,69055,12478,3
3,31201,14976,1
3,68021,13988,7
2,19803,25625,7
1,17443,30471,2
1,44402,20372,1
3,73654,8097,3
2,48318,17186,7
2,22773,21682,6
3,16062,28786,1
1,26488,9283,5
2,73426,7703,6
1,42151,19537,8
3,41330,7816,7
3,49330,20694,1
3,25088,34052,1
3,43980,31157,8
2,75269,27745,5
1,57883,29575,4
3,15780,14872,8
2,44701,12402,1
1,59218,13494,7
3,54086,11198,7
3,27474,10686,3
3,53047,6594,3
2,15509,16664,4
2,8657,15711,2
3,51867,18865,4
1,6470,26715,8
2,47236,33323,4
2,5918,12533,1
3,43791,8872,2
2,57834,9175,4
3,69673,25164,5
1,17733,14773,5
2,36778,18824,2
2,62352,25430,3
2,1362,20278,3
3,52242,7716,3
1,16015,31268,6
2,16083,30585,2
2,27092,6027,5
2,63012,18123,6
1,16380,14458,7
1,49889,28103,1
2,36782,6746,8
3,12437,28457,4
2,40104,32323,5
1,46111,16468,7
2,54086,19318,7
2,53573,16022,6
2,52478,8370,5
3,4013,6020,2
3,64201,19732,7
3,14450,22104,4
3,68512,9780,1
3,12986,9286,4
1,52186,19968,3
2,72094,30572,5
2,68858,33324,5
3,15551,13593,3
2,65940,31052,4
3,49088,9414,6
1,74131,34175,5
2,31353,31180,8
3,73188,14941,2
2,9093,8759,8
1,54320,13974,5
2,56128,9233,1
1,16109,13149,6
1,73323,18238,7
2,64760,13148,2
3,53735,10363,7
2,22392,22255,4
2,39351,25787,8
1,68699,7171,1
3,74698,32219,3
1,71728,27789,8
1,69578,8486,8
1,23655,33942,7
3,12389,31878,1
1,13271,22703,7
2,23449,32225,1
3,13331,17674,5
3,29819,9026,5
1,9154,7465,7
3,28185,32051,8
2,71041,28768,4
2,8485,25464,3
2,43627,34579,8
3,47078,26606,7
2,72992,19772,7
3,22321,16624,7
1,71093,18941,8
1,10283,11662,7
3,39751,29057,6
1,17532,22146,4
1,4657,30887,3
1,70334,19032,4
2,64859,16371,1
3,38464,30554,8
2,70430,25583,6
3,38979,7962,7
3,4872,10147,1
2,70392,17470,4
3,44439,28719,4
3,57676,22054,6
1,16638,19601,7
2,9657,8015,2
1,3190,32544,7
3,42691,19891,3
1,69030,16084,8
3,18218,29932,5
2,19339,11047,6
3,69995,15373,7
3,60746,29329,7
3,17654,19947,5
2,2156,21879,3
1,14777,23060,7
1,55789,18685,2
3,11615,29042,7
1,7520,11541,8
1,46387,20955,3
2,70415,22378,1
1,30051,11877,7
3,71052,33119,3
3,42174,25986,7
1,33115,19353,4
2,19982,20697,3
1,19214,30132,5
3,66653,27596,2
2,45246,8528,3
3,13460,26116,3
3,68412,17339,2
2,75363,20752,2
2,66617,30279,8
3,70468,10751,1
1,6282,7646,2
3,68087,33467,5
2,24738,16428,1
3,64129,17098,8
1,840,19394,2
3,47679,18001,7
1,20945,23615,2
2,45058,21818,8
3,10240,20145,5
3,13756,26364,6
2,48942,14931,5
2,28133,11644,7
2,23259,13618,3
1,32916,32734,6
3,41690,24947,2
2,43620,15243,2
3,54682,17116,6
1,39273,20380,3
3,6438,13762,5
3,56193,14838,8
1,8306,21237,3
1,36760,33395,8
3,29704,27189,6
1,13538,6081,2
2,20514,28520,2
3,24734,30893,7
2,33928,31352,5
3,60163,24990,6
2,55643,10186,5
1,47654,25664,6
1,13911,26656,6
2,49303,32253,6
2,57042,11472,5
3,68966,11560,4
3,25004,6990,6
1,69993,8839,6
1,22102,12906,1
2,5310,17966,1
2,74571,29209,2
1,66724,8620,3
3,34253,12944,5
3,55257,27864,4
2,20236,33227,8
1,61119,31965,6
3,41251,23715,2
3,19666,22832,1
1,10289,27100,2
1,29959,15292,5
2,55082,10682,6
1,68047,16424,4
2,12615,20102,7
3,3441,13030,8
2,3963,34960,3
2,9428,15075,8
2,59837,13917,6
3,6469,14832,7
2,52301,6977,4
1,8494,20833,8
3,27962,23191,6
3,33415,28999,3
3,25587,9577,1
3,64195,7034,6
2,60958,22873,5
1,51245,25041,5
1,67936,28064,3
3,11316,10455,3
1,66538,12048,5
1,57066,25225,7
1,28448,12768,6
2,60757,34753,4
3,70950,32544,1
2,12067,34588,6
3,51789,16497,5
1,64195,8549,7
3,28994,32490,3
3,54935,34458,6
2,8023,12961,3
2,75440,24436,7
2,11360,11678,6
2,19526,18505,2
1,3012,6502,7
3,49949,27422,3
1,57890,29632,6
2,57145,21334,6
3,33752,17515,3
2,27519,23462,5
2,693,28437,4
2,37686,10137,1
3,13961,17359,8
3,25748,23360,1
3,52634,6547,2
2,15146,19474,6
3,1018,9985,6
1,16848,9850,1
1,31395,11618,8
3,11582,33086,2
3,43662,29588,5
3,56899,16753,4
1,49535,34277,7
2,16486,7853,3
1,13020,16407,2
1,75020,18517,3
2,50162,30061,1
2,43444,33148,5
2,36998,12690,3
1,60630,9761,4
2,28261,21578,5
1,26411,13433,3
2,51359,30887,6
1,41542,22316,2
2,53586,34983,8
2,63800,18199,2
1,39650,28493,6
3,4311,22393,2
2,51390,29924,6
2,13277,18778,1
2,48684,31107,3
3,15252,16314,4
1,15423,14977,6
1,70064,12665,2
3,64628,34602,3
1,47381,21102,6
3,56294,9323,6
1,27698,16836,8
2,3523,11453,6
2,1358,6228,2
2,23945,20830,8
1,66675,29152,8
1,23468,7133,4
2,11084,19733,4
2,40990,7623,5
2,70010,24559,4
2,12102,26560,6
2,74462,25498,5
1,57045,30204,7
2,46596,33046,4
3,36176,9426,6
1,37469,19181,3
3,55601,16286,8
2,63039,9351,5
1,57173,28470,7
3,62583,14190,2
3,10696,26318,8
3,67726,33597,2
2,69380,21009,2
1,21395,25628,1
3,52894,13765,7
2,59174,18895,2
2,70650,16492,4
1,15334,24511,8
2,42256,8416,3
3,59601,26048,4
2,49412,9624,3
3,65535,13005,1
1,53390,10782,8
2,2350,31303,6
1,11315,17626,3
1,73303,17450,8
3,2290,31396,6
1,44932,6877,8
1,3632,11837,6
2,28625,34535,2
2,26071,32808,3
2,17563,18698,4
1,38784,31204,5
1,35133,9014,1
3,50451,34501,6
2,63529,28368,4
1,56355,24451,6
3,36557,28555,5
3,20400,11730,4
3,59497,9570,6
2,30415,15232,7
2,27292,10454,7
1,30689,29275,5
2,47462,33894,3
2,62890,30233,1
1,33764,19601,2
3,18036,9803,7
1,64022,32098,4
3,4564,21297,6
3,12380,11481,3
1,36778,6165,7
1,1044,28775,4
1,62190,30128,4
3,17616,17750,4
3,52460,7810,2
1,53799,28584,7
3,17133,11930,1
1,23421,11679,4
2,32203,7261,8
1,11981,11359,7
3,66521,11532,1
2,20739,10980,7
1,69747,7659,8
1,69070,17441,8
2,68693,21275,1
1,4568,12049,6
1,11001,16831,6
2,19832,30105,5
3,22414,23804,8
1,72274,23055,4
3,18847,33767,6
2,67120,21177,3
3,13703,19103,4
3,48545,7026,4
1,48287,11766,4
1,44328,9424,7
2,1081,34862,6
1,72804,9501,4
3,39694,19117,5
2,64139,32833,6
3,64526,8613,2
3,27086,28133,2
2,14959,33474,8
3,64042,18707,5
1,61259,33261,8
1,60518,21428,8
3,18494,34804,7
2,51667,34195,6
1,35674,6467,3
1,11439,6245,5
1,56151,14659,2
1,1510,33854,5
2,52754,25459,7
3,7945,20267,2
3,65355,26110,5
1,39777,22141,5
2,29462,33237,8
1,861,11629,4
3,67289,12286,1
1,7761,9527,3
2,37367,31471,5
2,49619,13031,3
2,31951,8576,7
1,15323,18201,4
3,66385,26936,4
3,10891,32558,2
2,56498,31470,1
2,26960,25835,8
3,72488,26739,7
3,41887,9863,6
2,51611,18076,5
1,36185,24516,2
1,74204,31182,1
1,66955,14825,8
1,44474,9398,8
3,11808,17683,6
3,61668,30590,2
3,45857,30577,6
2,58542,21560,7
1,58125,22434,7
3,56693,11222,2
1,19501,9645,7
1,10776,28990,4
3,71620,21459,5
2,57264,7610,4
3,24599,26864,1
2,59650,13460,8
1,52965,19639,1
2,38712,23599,7
2,65090,30968,1
3,39937,30666,4
3,31342,28431,4
1,60257,23090,5
1,28718,10058,2
3,58984,13629,6
2,4231,21175,4
2,62189,19602,4
1,15535,33771,2
2,17879,7107,8
3,35201,10280,7
1,28528,18879,2
2,16929,21315,5
3,18012,30713,6
3,74996,10425,2
3,59632,31293,2
2,11488,9370,8
1,14815,10262,3
3,55973,11289,4
3,5141,11513,5
1,58476,22992,1
2,47357,14416,1
2,72742,12356,2
3,68922,11277,6
3,7543,34192,4
2,5467,30990,3
2,5467,11156,3
2,72920,24916,7
1,46467,33443,6
3,1992,20617,6
2,61214,13972,7
2,25350,14799,6
2,32100,19832,5
3,43932,18316,1
1,61390,17703,3
2,17807,12150,5
2,68834,33113,6
3,559,31710,4
2,71866,21446,6
2,44587,7448,6
3,69148,8055,5
2,63381,6997,8
1,15084,27784,2
1,26211,26712,5
2,41979,23083,5
2,7614,22260,5
2,51155,8773,3
2,18971,7888,1
2,2468,27732,5
2,66142,26922,8
1,21238,33064,8
2,25074,23712,7
3,44117,24702,3
2,3464,33423,8
3,72121,26892,5
1,1703,31548,3
3,41044,11656,4
2,16858,28949,7
1,3659,29746,1
3,18660,6989,5
2,33001,34599,5
3,43281,17921,8
3,53709,26105,7
1,70904,18785,6
3,26561,16825,6
1,30196,26837,2
2,12918,27618,8
2,30167,7567,1
3,29559,28590,6
1,73559,18791,4
3,17299,19705,1
3,10762,30995,6
2,58273,28465,6
1,14125,8059,3
2,44672,12008,3
2,45413,7222,4
2,12003,27782,4
2,31164,34703,6
1,46034,19350,1
1,29535,18516,2
1,28056,19975,4
3,11459,24274,4
1,26683,16803,8
2,56277,21048,2
1,54630,29863,8
2,25279,24897,3
3,32022,14989,5
3,8298,19787,1
1,72083,13977,7
1,63919,13374,8
2,28545,16024,1
3,32581,29011,6
1,48930,15691,1
1,43854,34282,7
1,19647,14644,2
2,16898,33461,4
1,34317,33079,8
1,11974,18460,5
2,791,31032,1
2,43062,14478,5
1,47888,6644,1
3,14290,30404,4
2,7520,34339,1
3,50465,24541,7
3,7556,28701,4
3,42452,19231,3
2,3013,9322,5
2,38,18089,8
2,51583,19635,8
3,34668,21070,8
2,14566,31541,1
2,67861,25209,5
2,58563,12948,2
3,50908,24208,5
2,37457,31253,7
1,23623,32774,8
2,39447,34996,4
2,47529,16384,5
2,2004,8191,7
2,26427,32293,1
2,48764,33652,5
1,46222,9146,2
2,19521,10716,6
3,24233,12141,5
2,72895,25776,6
3,26343,26268,1
3,35349,26093,1
1,40690,18404,5
1,56441,11163,4
2,17037,12523,6
1,22137,29622,5
3,70404,20454,6
2,9239,12677,1
2,60868,18628,5
1,44532,32951,1
1,4815,15340,7
3,40542,23539,5
3,4238,9396,7
1,43798,6016,4
3,16907,18022,1
1,32495,18269,8
1,33856,9605,8
3,54501,29503,8
2,44395,20935,7
1,2764,12547,5
2,50357,16486,5
3,49389,30410,2
1,5720,20638,8
2,23512,25654,2
3,71581,20680,7
1,527,27069,1
3,26395,16847,1
2,46628,27009,6
2,61557,15812,5
2,52170,11083,6
3,37041,26363,1
3,47211,7348,2
2,49198,8630,8
1,71462,21924,5
3,52786,8924,8
2,29667,27829,5
1,36409,6641,5
3,21254,8246,6
2,47937,29897,6
2,47368,14060,2
1,67140,30913,3
3,65353,22302,6
1,23402,19228,6
2,41194,7476,8
1,46769,25411,6
3,55734,6896,8
2,66858,18585,7
3,13592,30237,5
1,43326,11794,5
1,14800,10021,1
2,40757,29175,4
2,36984,29280,3
3,68668,9176,7
2,792,11734,8
2,2769,10391,2
1,30236,20603,5
1,68563,19922,6
2,11958,13533,4
3,177,14657,4
1,15272,29830,2
2,4756,27179,1
3,45876,30287,5
3,38715,12354,1
3,60711,8515,5
1,59142,30900,1
1,47918,11856,7
1,40466,8420,8
2,3377,13054,1
1,1847,23933,2
1,43417,8435,8
2,3430,11061,8
1,7521,25759,4
3,61185,22279,3
3,13503,34954,4
1,7553,9556,7
1,43706,10462,1
2,40897,19573,7
3,26447,25674,5
3,477,27813,3
3,69777,25896,6
2,11670,23181,6
2,51255,8413,7
3,22355,17691,7
3,36904,15900,6
3,40337,10261,1
2,14754,26597,1
2,60742,23022,2
1,44020,14236,1
2,70327,11302,8
1,1006,18921,1
2,9947,15661,8
3,1355,8512,8
3,24365,13267,6
1,14998,21600,8
2,72874,11907,4
3,31955,20731,6
1,27265,15497,1
2,13230,20843,2
3,4812,20721,6
2,72339,20783,8
3,41698,21900,6
2,52748,15164,5
3,70466,29969,5
3,25910,31332,1
2,26517,11367,4
1,70958,6215,3
3,31704,18991,2
3,11409,12785,1
2,61501,10376,2
3,70733,11801,7
1,26358,12901,2
3,31476,34867,1
3,9546,24757,2
2,3301,7838,4
1,14523,20051,7
2,27393,13033,5
2,48707,22191,7
3,57550,31971,3
1,35303,12557,7
3,65389,6186,7
2,74056,10849,5
3,12365,27023,7
1,10185,8475,3
3,15126,15385,2
2,20425,7142,1
2,39987,15339,5
1,44609,25049,3
3,71825,27937,4
2,17892,8786,4
1,12925,20749,8
2,71733,30956,8
3,25539,23800,6
2,74250,15505,2
2,12965,20958,7
3,14164,13127,2
3,45029,17459,7
1,73848,15575,4
1,12571,30945,1
2,19551,32050,3
1,17009,6762,8
1,44275,27251,7
3,45894,24879,1
2,54245,11491,4
3,6124,30332,6
3,43315,34610,4
1,46271,24104,2
3,55514,8087,4
1,67629,29819,8
1,30202,27896,3
1,60438,12888,7
2,20000,6342,7
2,51907,13789,3
3,53301,19465,5
3,43634,22368,3
3,41401,18855,6
3,11450,29309,6
3,51218,33939,2
2,43984,8406,3
3,35279,11448,6
2,70577,6493,4
2,9192,13998,6
2,62823,17305,6
2,8986,14697,3
3,3312,12774,8
1,36837,14124,2
2,68576,29051,6
3,38360,32426,2
1,22815,9561,3
2,4404,26219,4
2,18614,26516,7
2,30095,19257,3
3,21552,28718,7
1,38675,6177,7
3,75436,22942,6
1,54452,18257,2
3,35184,24687,7
3,65841,21098,3
2,21340,22716,2
1,37839,11102,3
3,17206,17694,8
1,31870,17133,4
3,45758,19294,3
2,42230,19893,5
2,75720,24459,3
3,21228,9671,1
2,41088,8186,3
3,13515,33384,8
3,55474,22976,3
1,50155,33079,6
3,66723,29832,3
1,25638,6476,4
1,56855,28263,8
2,42239,11514,8
3,19415,10047,7
2,12578,27767,4
2,36041,27565,3
1,19013,13727,5
1,68359,10836,2
3,68132,27978,5
3,50707,20796,8
1,16371,27827,5
2,42944,26935,4
2,59525,19900,2
2,30092,34151,8
1,24317,19265,8
2,33600,10535,1
2,33702,26602,8
3,53867,29478,5
1,8909,26841,8
2,12967,10787,5
2,21609,25766,1
1,2893,12429,5
1,24398,33935,8
3,24286,29819,2
2,71753,12168,5
2,41315,16278,6
3,40986,8840,8
3,36358,19527,3
3,11701,19549,4
1,47843,23100,7
1,41315,32654,5
2,5192,29389,7
2,949,14273,4
3,9803,9566,6
2,28005,10243,6
2,26557,32715,8
2,3504,19446,6
2,56243,11953,5
1,43401,21396,8
3,3129,20800,6
1,2853,29597,2
2,52513,21763,3
1,16136,33601,1
1,39159,19119,2
3,24116,10294,3
1,27743,27506,5
3,39707,30480,8
2,69423,29062,6
1,61266,11641,3
3,11077,10294,4
2,1940,7902,6
3,63902,7068,8
2,66576,29597,8
1,49539,15879,4
1,28313,14434,1
2,40268,11509,5
2,33488,6646,5
2,29753,30598,3
1,44458,18822,6
2,46179,33597,1
1,70441,14289,8
3,70296,22566,6
3,381,26112,3
3,59989,12996,6
1,48426,28449,2
2,58265,32070,3
3,19755,7303,6
1,10446,6023,6
1,74143,26270,5
3,43551,28402,8
1,22917,22468,8
2,70432,13272,7
1,38679,21442,6
3,68454,24524,2
3,47103,30982,1
3,66723,20293,6
1,44474,6106,3
2,37819,22441,8
1,48937,33516,6
2,10209,24351,4
1,25333,25418,1
1,66043,22765,3
1,25720,7727,2
2,21304,13267,8
1,13216,11813,2
2,60658,14245,7
2,28531,23468,6
1,54898,15695,6
1,3415,19118,5
3,47683,17850,8
2,17889,6248,3
1,15525,11193,8
3,63818,22278,6
1,75670,28305,3
1,27672,7848,8
1,368,6180,3
3,5331,32985,2
2,48458,13465,6
3,8526,26113,8
1,55668,13478,4
2,41019,32746,4
2,70750,15700,7
1,64514,14063,2
1,67360,10899,8
1,37300,22671,7
1,33534,31325,5
1,32513,30249,5
1,49191,16196,7
2,38627,21310,8
3,57829,9892,1
3,37789,29668,3
3,15912,10511,8
1,58727,12541,3
2,37363,9031,5
3,7110,32528,1
3,64811,20534,8
3,898,7065,5
3,73070,10816,4
1,64327,18290,1
1,71525,11267,8
1,68192,7939,4
2,24909,22747,7
1,62463,26011,6
1,36581,16868,6
1,69374,7040,6
1,27463,16391,2
2,48282,12189,4
1,55386,6066,7
1,46390,15421,1
2,27151,10273,3
2,48554,24376,8
1,72432,13311,4
1,22462,23514,3
3,57028,7949,5
3,55067,30956,8
1,59542,11382,6
2,39981,33879,7
3,63819,25685,7
1,39435,19698,4
2,45692,30167,4
1,42469,19812,1
1,73028,30476,7
1,11020,26990,6
1,31856,17109,7
1,27815,13602,1
1,49126,27587,2
3,18874,23908,2
1,37071,15691,4
1,38685,8106,2
3,4977,34831,7
1,63586,6935,8
3,66461,25628,4
1,56712,12671,6
3,45777,19617,2
2,20170,16997,5
2,4734,25610,5
2,28668,33201,7
1,51334,13967,1
2,10997,18448,8
3,18889,15746,4
3,31955,20336,3
2,36530,15414,7
2,3819,34260,3
3,70800,25342,5
1,7599,15933,2
3,50408,17441,4
1,52702,9150,3
2,62153,14870,8
2,43300,16416,5
3,24273,10178,1
3,53831,34293,8
2,29933,9172,5
1,31057,14749,8
1,46707,10962,2
2,42837,28201,4
2,71544,22398,3
1,39208,22187,4
1,53381,21220,8
3,17756,18009,6
1,42793,33310,5
1,48496,20630,6
1,77,24088,6
3,59363,31546,8
3,74527,7136,8
1,70517,12015,5
2,25116,9710,5
2,6927,28757,3
1,8420,34121,5
1,11157,23988,3
2,65450,12283,2
3,3862,23843,5
1,15914,8766,5
3,42124,26930,6
1,58961,22910,8
2,65900,33872,3
3,19399,25253,5
3,22590,8859,1
3,44148,11299,5
2,55007,23863,6
2,36437,11556,4
2,69511,25637,3
3,4582,22788,2
1,69459,16389,3
3,50150,9626,4
3,46899,32888,1
1,35879,32666,4
2,6410,23671,8
3,59656,19584,1
2,65493,19938,6
3,54901,26098,3
3,42018,10521,6
2,67694,10384,7
1,21934,26964,6
3,8638,15887,8
2,18899,20269,3
1,17701,30371,5
1,3089,10377,2
3,67125,11958,1
3,71452,21323,5
3,49266,6157,5
2,60575,9004,3
3,2639,17674,7
1,36625,32601,8
2,63063,16927,8
3,7368,23171,7
3,30608,19747,3
2,30752,16633,3
1,47902,29791,5
1,41656,23359,3
3,63151,7996,2
2,52416,27552,5
2,26690,10992,8
2,1535,28765,6
3,7259,11427,2
3,49646,27290,5
2,21645,11282,4
2,69679,19524,5
3,49415,19021,4
1,35647,11901,6
2,46409,24243,1
